idx,vdwm,rbp_trend,bl_growth,reward_tib_1y,reward_tib_2y,reward_tib_5y,reward_tib_7y,reward_tib_10y,pledge_1y,pledge_2y,pledge_5y,pledge_7y,pledge_10y,issuance_1y,issuance_2y,issuance_5y,issuance_7y,issuance_10y,roi_1y,roi_2y,roi_5y,roi_7y,roi_10y,minted_1y,minted_2y,minted_5y,minted_7y,minted_10y
183,15.0,-0.20,0.75,0.00260048,0.00282207,0.00369201,0.00446854,0.00601078,0.04078295,0.02464212,0.00678927,0.00428895,0.00404242,59938.37,52036.74,34855.80,26999.64,18594.86,72.7804,130.7164,620.6975,1189.2018,1697.1858,425332181.71,445720617.38,492551377.64,514989970.83,539643130.91
184,15.0,-0.20,1.00,0.00260048,0.00282207,0.00369201,0.00446854,0.00601078,0.03588825,0.01928002,0.00460625,0.00338036,0.00383190,59938.37,52036.74,34855.80,26999.64,18594.86,82.7068,167.0710,914.8633,1508.8426,1790.4309,425332181.71,445720617.38,492551377.64,514989970.83,539643130.91
185,15.0,-0.10,0.00,0.00236160,0.00231769,0.00221021,0.00215153,0.00207522,0.07002214,0.07158256,0.07522705,0.07698796,0.07890999,61236.45,54088.09,37601.75,29648.75,20847.41,38.4955,36.9562,33.5351,31.8981,30.0174,425590804.80,446603610.20,496205082.35,520626886.36,547977419.30
186,15.0,-0.10,0.25,0.00236160,0.00231769,0.00221021,0.00215153,0.00207522,0.05631291,0.04633432,0.02557913,0.01720824,0.00963064,61236.45,54088.09,37601.75,29648.75,20847.41,47.8672,57.0942,98.6252,142.7087,245.9518,425590804.80,446603610.20,496205082.35,520626886.36,547977419.30
187,15.0,-0.10,0.50,0.00236160,0.00231769,0.00221021,0.00215153,0.00207522,0.04717343,0.03261922,0.01110591,0.00577193,0.00264294,61236.45,54088.09,37601.75,29648.75,20847.41,57.1411,81.1001,227.1535,425.4673,896.2260,425590804.80,446603610.20,496205082.35,520626886.36,547977419.30
188,15.0,-0.10,0.75,0.00236160,0.00231769,0.00221021,0.00215153,0.00207522,0.04064522,0.02434945,0.00588058,0.00284959,0.00158512,61236.45,54088.09,37601.75,29648.75,20847.41,66.3187,108.6440,428.9967,861.7960,1494.3163,425590804.80,446603610.20,496205082.35,520626886.36,547977419.30
189,15.0,-0.10,1.00,0.00236160,0.00231769,0.00221021,0.00215153,0.00207522,0.03574907,0.01898206,0.00368906,0.00193567,0.00137281,61236.45,54088.09,37601.75,29648.75,20847.41,75.4017,139.3643,683.8459,1268.6924,1725.4212,425590804.80,446603610.20,496205082.35,520626886.36,547977419.30
190,15.0,-0.05,0.00,0.00226091,0.00212244,0.00176734,0.00157136,0.00132519,0.06996903,0.07149568,0.07511497,0.07689841,0.07888612,61882.73,55187.94,39400.29,31615.76,22860.01,36.8823,33.8841,26.8555,23.3238,19.1742,425716105.97,447052632.93,498309140.10,524114835.95,553660461.38
191,15.0,-0.05,0.25,0.00226091,0.00212244,0.00176734,0.00157136,0.00132519,0.05625784,0.04623479,0.02535631,0.01690291,0.00920965,61882.73,55187.94,39400.29,31615.76,22860.01,45.8713,52.3970,79.5561,106.1098,164.2388,425716105.97,447052632.93,498309140.10,524114835.95,553660461.38
192,15.0,-0.05,0.50,0.00226091,0.00212244,0.00176734,0.00157136,0.00132519,0.04711704,0.03251282,0.01085081,0.00542531,0.00218189,61882.73,55187.94,39400.29,31615.76,22860.01,54.7704,74.5110,185.9078,330.5921,693.2444,425716105.97,447052632.93,498309140.10,524114835.95,553660461.38
193,15.0,-0.05,0.75,0.00226091,0.00212244,0.00176734,0.00157136,0.00132519,0.04058790,0.02423890,0.00561382,0.00249242,0.00111800,61882.73,55187.94,39400.29,31615.76,22860.01,63.5810,99.9453,359.3366,719.6069,1352.9314,425716105.97,447052632.93,498309140.10,524114835.95,553660461.38
194,15.0,-0.05,1.00,0.00226091,0.00212244,0.00176734,0.00157136,0.00132519,0.03569105,0.01886881,0.00341741,0.00157520,0.00090447,61882.73,55187.94,39400.29,31615.76,22860.01,72.3044,128.3898,590.2861,1138.6272,1672.3348,425716105.97,447052632.93,498309140.10,524114835.95,553660461.38
195,15.0,0.00,0.00,0.00217024,0.00195533,0.00144084,0.00118334,0.00089059,0.06992198,0.07142678,0.07509085,0.07696776,0.07915405,62527.22,56335.58,41512.41,34093.50,25659.07,35.4269,31.2464,21.9013,17.5485,12.8424,425839007.94,447506550.45,500607685.12,528098489.75,560552560.40
196,15.0,0.00,0.25,0.00217024,0.00195533,0.00144084,0.00118334,0.00089059,0.05620886,0.04615309,0.02521121,0.01672580,0.00899596,62527.22,56335.58,41512.41,34093.50,25659.07,44.0700,48.3571,65.2323,80.7538,112.9983,425839007.94,447506550.45,500607685.12,528098489.75,560552560.40
197,15.0,0.00,0.50,0.00217024,0.00195533,0.00144084,0.00118334,0.00089059,0.04706678,0.03242417,0.01067045,0.00520104,0.00191962,62527.22,56335.58,41512.41,34093.50,25659.07,52.6299,68.8323,154.1252,259.6924,529.5463,425839007.94,447506550.45,500607685.12,528098489.75,560552560.40
198,15.0,0.00,0.75,0.00217024,0.00195533,0.00144084,0.00118334,0.00089059,0.04053673,0.02414607,0.00542072,0.00225611,0.00084838,62527.22,56335.58,41512.41,34093.50,25659.07,61.1081,92.4304,303.3886,598.6726,1198.1962,425839007.94,447506550.45,500607685.12,528098489.75,560552560.40
199,15.0,0.00,1.00,0.00217024,0.00195533,0.00144084,0.00118334,0.00089059,0.03563919,0.01877326,0.00321897,0.00133512,0.00063338,62527.22,56335.58,41512.41,34093.50,25659.07,69.5056,118.8835,510.9035,1011.6482,1604.9368,425839007.94,447506550.45,500607685.12,528098489.75,560552560.40
200,15.0,0.05,0.00,0.00208814,0.00181114,0.00119535,0.00091576,0.00062511,0.06988011,0.07137257,0.07513297,0.07715325,0.07963016,63169.97,57529.75,43954.37,37125.38,29336.50,34.1072,28.9642,18.1595,13.5478,8.9602,425959684.30,447965257.53,503105630.12,532604069.11,568753779.40
201,15.0,0.05,0.25,0.00208814,0.00181114,0.00119535,0.00091576,0.00062511,0.05616511,0.04608595,0.02512186,0.01663253,0.00889896,63169.97,57529.75,43954.37,37125.38,29336.50,42.4359,44.8563,54.3103,62.8443,80.1778,425959684.30,447965257.53,503105630.12,532604069.11,568753779.40
202,15.0,0.05,0.50,0.00208814,0.00181114,0.00119535,0.00091576,0.00062511,0.04702177,0.03235001,0.01054276,0.00505445,0.00176482,63169.97,57529.75,43954.37,37125.38,29336.50,50.6875,63.9025,129.4134,206.7997,404.2891,425959684.30,447965257.53,503105630.12,532604069.11,568753779.40
203,15.0,0.05,0.75,0.00208814,0.00181114,0.00119535,0.00091576,0.00062511,0.04049081,0.02406767,0.00527920,0.00209589,0.00068484,63169.97,57529.75,43954.37,37125.38,29336.50,58.8631,85.8931,258.4436,498.7178,1041.8548,425959684.30,447965257.53,503105630.12,532604069.11,568753779.40
204,15.0,0.05,1.00,0.00208814,0.00181114,0.00119535,0.00091576,0.00062511,0.03559260,0.01869211,0.00307165,0.00117064,0.00046807,63169.97,57529.75,43954.37,37125.38,29336.50,66.9638,110.5946,444.1832,892.8949,1524.3327,425959684.30,447965257.53,503105630.12,532604069.11,568753779.40
205,15.0,0.10,0.00,0.00201345,0.00168579,0.00100723,0.00072547,0.00045358,0.06984272,0.07133050,0.07522678,0.07742902,0.08026999,63810.99,58769.20,46736.25,40731.47,33895.43,32.9049,26.9754,15.2826,10.6944,6.4497,426078288.04,448428641.60,505805745.21,537645831.58,578296039.20
206,15.0,0.10,0.25,0.00201345,0.00168579,0.00100723,0.00072547,0.00045358,0.05612585,0.04603082,0.02507355,0.01659637,0.00887197,63810.99,58769.20,46736.25,40731.47,33895.43,40.9466,41.8017,45.8514,49.8938,58.3543,426078288.04,448428641.60,505805745.21,537645831.58,578296039.20
207,15.0,0.10,0.50,0.00201345,0.00168579,0.00100723,0.00072547,0.00045358,0.04698128,0.03228779,0.01045303,0.00495862,0.00167057,63810.99,58769.20,46736.25,40731.47,33895.43,48.9166,59.5943,109.9833,166.9932,309.9037,426078288.04,448428641.60,505805745.21,537645831.58,578296039.20
208,15.0,0.10,0.75,0.00201345,0.00168579,0.00100723,0.00072547,0.00045358,0.04044944,0.02400117,0.00517451,0.00198481,0.00058040,63810.99,58769.20,46736.25,40731.47,33895.43,56.8157,80.1697,222.1774,417.1961,891.9942,426078288.04,448428641.60,505805745.21,537645831.58,578296039.20
209,15.0,0.10,1.00,0.00201345,0.00168579,0.00100723,0.00072547,0.00045358,0.03555056,0.01862284,0.00296068,0.00105479,0.00036160,63810.99,58769.20,46736.25,40731.47,33895.43,64.6450,103.3230,388.3084,785.0429,1431.7468,426078288.04,448428641.60,505805745.21,537645831.58,578296039.20
